date,net_gex,spot_price,forward_return_t1,forward_return_t3,prediction_correct,detected,realized_vol_t1,realized_vol_t3,realized_vol_rolling_3d,realized_vol_rolling_5d,gex_regime,gex_concentration,net_call_gex,net_put_gex,put_call_ratio,data_quality_score,options_count,n_concentrated_strikes
2024-05-02,-29658019609.665077,505.15,1.3183,2.4762,,True,1.3183,2.4762,0.8358361342591821,1.1058846743670885,Negative,-0.83807902821434,-13182329424.607815,-17477542473.598152,1.3258311115311947,100.0,7566.0,0.0
2024-05-03,-26238590520.052345,511.81,0.9221,1.0315,,True,0.9221,1.0315,0.2505862925221576,1.1613594589962235,Negative,-0.8293140503595003,-13545208697.8774,-13298179020.503466,0.9817625787181379,100.0,7654.0,0.0
2024-05-06,-27325179696.66981,516.36,0.2187,0.784,,False,0.2187,0.784,0.5569060603010174,0.6418559807308805,Negative,-0.8367026675500653,-15410675582.337523,-12245160711.642662,0.7945894809230221,100.0,8096.0,0.0
2024-05-07,-29492138593.67469,517.51,-0.1101,0.6026,,True,0.1101,0.6026,0.5273072854923719,0.5757126123336194,Negative,-0.838032585980819,-16258856442.141932,-13691442276.06284,0.8420913441719975,100.0,8070.0,0.0
2024-05-08,-31198983958.71334,517.0,0.6749,0.6865,,True,0.6749,0.6865,0.3942192452599617,0.5645420196938402,Negative,-0.8490592307160166,-16252168991.04647,-15750227603.98255,0.9691154216190807,100.0,8112.0,0.0
2024-05-09,-30141038014.96596,520.5,0.0384,0.5205,,True,0.0384,0.5205,0.4170150876567104,0.4355678707159202,Negative,-0.8432793754151405,-17674551318.612953,-12983114016.39406,0.7345654088950835,100.0,8460.0,0.0
2024-05-10,-28340669236.517788,520.72,-0.0269,1.5917,,False,0.0269,1.5917,0.3877111424759424,0.3127438568541367,Negative,-0.8461065379222328,-15572993394.527672,-13196266170.653822,0.847381478713718,100.0,8328.0,0.0
2024-05-13,-28874392539.4012,520.72,0.5089,1.4903,,True,0.5089,1.4903,0.2923228751455039,0.3511614984590434,Negative,-0.8468133973777558,-15003706948.229012,-14609733439.79919,0.9737415886761022,100.0,9144.0,0.0
2024-05-14,-28296052465.535557,523.38,1.1044,1.1369,,True,1.1044,1.1369,0.5659124755649061,0.4686797232652597,Negative,-0.8425462491125306,-15526247662.903673,-13411153194.970284,0.8637729789028864,100.0,8986.0,0.0
2024-05-15,-24927674014.818176,529.11,-0.1266,0.1304,,False,0.1266,0.1304,0.6156083034960897,0.5118553633596122,Negative,-0.84381675102424,-14977081107.9827,-10143782424.110788,0.6772870061245919,100.0,9060.0,0.0
2024-05-16,-29827886706.22921,528.4399999999999,0.159,0.5279,,True,0.159,0.5279,0.6442967121857242,0.4991512926959126,Negative,-0.8616784939915251,-16307312691.480145,-13901058076.468803,0.8524432160874365,100.0,8942.0,0.0
2024-05-17,-26030779889.788727,529.26,0.0982,0.0831,,True,0.0982,0.0831,0.1504432561909444,0.4799460719705919,Negative,-0.8543755232057102,-14139370743.705011,-12451646836.221546,0.8806365616917672,100.0,8860.0,0.0
2024-05-20,-28260769304.389973,529.79,0.2699,-0.7134,,True,0.2699,0.7134,0.0870596921657819,0.4718454111252971,Negative,-0.8620108069343404,-15500175511.787601,-13200452297.33652,0.8516324403744858,100.0,8608.0,0.0
2024-05-21,-29540885093.529102,531.1899999999999,-0.2842,-0.3351,,False,0.2842,0.3351,0.2836480977079419,0.2246454495421639,Negative,-0.865866133221571,-16570156729.128944,-13680410816.088186,0.8256053964799966,100.0,8870.0,0.0
2024-05-22,-29430985621.704475,529.74,-0.6985,,,True,0.6985,,0.4858789046665856,0.398411805798976,Negative,-0.861123038380102,-15287759695.468773,-14776118865.040165,0.9665326483003094,100.0,8896.0,0.0
2024-05-23,-33339812860.419872,525.99,0.652,0.6806,,True,0.652,0.6806,0.6918532093828389,0.5186485775551697,Negative,-0.8721610521455189,-14664684889.123854,-19121175505.62185,1.3038926952875187,100.0,8852.0,0.0
2024-05-24,-30003352862.800243,528.88,,-0.7611,,False,,0.7611,,,Negative,-0.8684325534326465,-16199273528.434906,-14470494557.418808,0.8932804629799269,100.0,8684.0,2.0
2024-05-28,-31414069396.74556,529.76,-0.7892,-0.4399,,False,0.7892,0.4399,,,Negative,-0.8690002773977095,-15891304923.809566,-16332381833.90921,1.0277558647458076,100.0,8518.0,0.0
2024-05-29,-31136536268.39324,525.53,-0.6737,0.4701,,True,0.6737,0.4701,,,Negative,-0.8652397757880858,-13370070051.96147,-18563814862.808033,1.3884605533599736,100.0,9080.0,0.0
2024-05-30,-33089051695.911964,521.93,1.0328,,,False,1.0328,,1.0202259962054163,,Negative,-0.8686626144815278,-13068545820.2051,-20554935916.11393,1.5728556335881094,100.0,9278.0,2.0
2024-05-31,-29136629877.07554,527.28,0.1176,1.3256,,False,0.1176,1.3256,0.8539993149880163,,Negative,-0.8617396358962053,-14426460996.960426,-15131629702.801922,1.048880228213286,100.0,9240.0,0.0
2024-06-03,-29634092947.19316,527.95,,,,True,,,,,Negative,-0.8606345486433722,-15168839192.224613,-15178138605.527962,1.0006130603130208,100.0,8960.0,0.0
2024-06-05,-27835452615.390785,534.34,,0.1385,,False,,0.1385,,,Negative,-0.8593213467070635,-16178194729.61145,-12027844349.245937,0.7434602284290102,100.0,9068.0,0.0
2024-06-07,-28727303799.012367,533.5600000000001,0.2755,1.4319,,False,0.2755,1.4319,,,Negative,-0.866123245428013,-15382588271.91761,-13770131241.05515,0.8951764812033515,100.0,9266.0,0.0
2024-06-10,-28857385384.479733,535.06,0.3794,1.3794,,False,0.3794,1.3794,,,Negative,-0.8690274454971703,-15764140048.942223,-13926535298.710472,0.8834313356436431,100.0,9034.0,0.0
2024-06-11,-27709819403.34724,537.11,0.7709,1.0055,,False,0.7709,1.0055,0.2612433795014398,,Negative,-0.8597516469912492,-15527679146.723316,-12920091558.055159,0.8320684267089318,100.0,8852.0,0.0
2024-06-12,-27012883531.59724,541.22,0.2236,1.0421,,False,0.2236,1.0421,0.2819820266139906,,Negative,-0.866570436653663,-16728429072.460758,-10529857411.77501,0.629458831200703,100.0,8916.0,0.0
2024-06-13,-30125565277.824764,542.46,0.0092,1.1302,,False,0.0092,1.1302,0.3927873767489649,0.2801884312386943,Negative,-0.8792743073262392,-17998997323.37323,-12783899385.36134,0.710256196813828,100.0,9070.0,0.0
2024-06-14,-28576111066.007965,542.45,0.8074,,,False,0.8074,,0.4131006818359579,0.3466083813181678,Negative,-0.8775887666998569,-16350439980.848133,-12920613604.497395,0.7902303313936372,100.0,9164.0,0.0
2024-06-17,-26172444011.993877,546.86,0.3109,-0.0475,,False,0.3109,0.0475,0.4030422599844008,0.3508365645140205,Negative,-0.87473723369486,-15933267716.004099,-10549382519.078686,0.6620978638601802,100.0,8918.0,0.0
2024-06-18,-27806514534.645687,548.53,,-0.6709,,False,,0.6709,,,Negative,-0.8836501379775369,-16723785318.642925,-11518809259.455006,0.6887680653622331,100.0,8698.0,2.0
2024-06-20,-29443921428.981014,546.5500000000001,-0.3147,-0.3366,,False,0.3147,0.3366,,,Negative,-0.8846050446879206,-16494691233.127602,-13245072684.010956,0.8029900346003338,100.0,8678.0,0.0
2024-06-21,-26662294573.577766,544.85,-0.3707,0.0055,,False,0.3707,0.0055,,,Negative,-0.8797971025578679,-13223983381.905357,-14163285782.599829,1.0710302163552123,100.0,8596.0,0.0
2024-06-24,-28061645300.72913,543.25,0.35,0.6871,,False,0.35,0.6871,0.4009095035042196,,Negative,-0.8798092669031315,-13214286763.249865,-15416799836.534393,1.1666766517743445,100.0,8688.0,0.0
2024-06-25,-29996376947.03753,544.83,0.0275,0.0477,,False,0.0275,0.0477,0.3610119988772302,,Negative,-0.8855503783787831,-15417695533.817482,-15423033894.13536,1.0003462489128916,100.0,9102.0,0.0
2024-06-26,-30514252182.28956,544.9100000000001,0.3083,0.1046,,False,0.3083,0.1046,0.1754013397896378,0.3371793617646266,Negative,-0.8900147078725936,-15777549655.410877,-15586015384.273775,0.9878603284210602,100.0,9076.0,0.0
2024-06-27,-30399313427.98522,546.72,-0.2873,0.3897,,False,0.2873,0.3897,0.2979616977622011,0.330949524852357,Negative,-0.8892021081201287,-16837129223.681704,-14465897510.546148,0.8591665074471022,100.0,9196.0,0.0
2024-06-28,-25489133378.254585,545.03,0.0844,1.1853,,False,0.0844,1.1853,0.3008408937184791,0.255602869702202,Negative,-0.8737421851888717,-11699786389.391588,-14318570061.63303,1.2238317508613612,100.0,9046.0,0.0
2024-07-01,-28286187290.430546,545.62,0.594,,,False,0.594,,0.4424444861599399,0.3288727215808583,Negative,-0.882729996201578,-13711552202.589104,-15310477555.13068,1.1166115498024838,100.0,8702.0,3.0
2024-07-02,-28154878290.412945,548.75,0.503,1.0498,,True,0.503,1.0498,0.271783958319839,0.3540499216212322,Negative,-0.8831673500315904,-15813804642.558075,-12984518616.826609,0.8210875820409911,100.0,8696.0,3.0
2024-07-03,-27197483778.63923,551.57,,0.7526,,True,,0.7526,,,Negative,-0.8792000960912267,-16286044566.07965,-11704987678.241898,0.71871273781363,100.0,8646.0,3.0
2024-07-05,-23222733347.12565,554.41,0.2074,1.2066,,True,0.2074,1.2066,,,Negative,-0.8710958880216151,-13406137102.777973,-10154194329.202888,0.7574287993145148,100.0,9002.0,2.0
2024-07-08,-25733308001.69632,555.63,0.0612,0.2034,,True,0.0612,0.2034,,,Negative,-0.8770579618232941,-14767660586.837257,-11531405624.1723,0.7808552719887466,100.0,9022.0,3.0
2024-07-09,-27582156378.075188,556.11,0.9354,0.6979,,True,0.9354,0.6979,0.4682563542903964,,Negative,-0.8800869308552367,-15837149362.337729,-12493951606.826788,0.7889015454093407,100.0,8888.0,4.0
2024-07-10,-23734344158.326225,561.28,-0.7859,0.0731,,False,0.7859,0.0731,0.8606855542724842,,Negative,,,,,,,
2024-07-11,-33748615889.95175,556.83,0.555,1.419,,True,0.555,1.419,0.9042115036501877,0.6438191609450598,Negative,-0.8899348444030688,-17434964558.67624,-16820116009.914917,0.9647347405443762,100.0,9730.0,4.0
2024-07-12,-27878683228.101665,559.8,0.309,-0.468,,False,0.309,0.468,0.7138317752337264,0.6459232524069719,Negative,-0.8843185450166274,-15837638965.44217,-12424891365.786102,0.7845166437306278,100.0,9832.0,3.0
2024-07-15,-28651932738.22116,561.58,0.5485,-1.5244,,True,0.5485,1.5244,0.1401894551431496,0.6536439053490827,Negative,-0.8817686396082172,-16152123166.180206,-13046496438.713448,0.8077264087504352,100.0,9590.0,2.0
2024-07-16,-28574750825.77276,564.66,-1.3159,-2.8674,,False,1.3159,2.8674,1.0143674235699802,0.8600236874644798,Negative,-0.8857187744357277,-16866971454.900524,-12407097041.036705,0.7355853464394138,100.0,9810.0,4.0
2024-07-17,-32829396864.664345,557.28,-0.7556,-0.4253,,False,0.7556,0.4253,0.9566086155441698,0.8544042105467419,Negative,-0.8793408333596517,-14903187709.522219,-18615774431.89617,1.249113598696864,100.0,9806.0,3.0
