date,net_gex,spot_price,forward_return_t1,forward_return_t3,prediction_correct,detected,realized_vol_t1,realized_vol_t3,realized_vol_rolling_3d,realized_vol_rolling_5d,gex_regime,gex_concentration,net_call_gex,net_put_gex,put_call_ratio,data_quality_score,options_count,n_concentrated_strikes
2024-07-18,-34545399022.54904,553.12,-0.8228,0.1429,,True,0.8228,0.1429,0.305941045519122,0.7978324404284408,Negative,-0.8784010658611121,-14605069963.373505,-20607431084.104042,1.4109779094371488,100.0,9640.0,2.0
2024-07-19,-25879029991.133648,548.4300000000001,1.1651,-1.1013,,False,1.1651,1.1013,1.1288158057598827,1.0439137622428405,Negative,-0.8645912510414389,-9761889030.441364,-16798120870.440298,1.7207858866308794,100.0,9476.0,3.0
2024-07-22,-28325088540.469368,554.73,-0.1892,-2.8946,,True,0.1892,2.8946,1.0154903462531453,0.9535102186133096,Negative,-0.8731533099862714,-14044235821.582327,-15113875780.350672,1.0761622043632013,100.0,9210.0,3.0
2024-07-23,-28764215201.755707,553.69,-2.055,-1.6649,,False,2.055,1.6649,1.61680663345992,1.167449099532824,Negative,-0.8733085346723313,-13276536060.843044,-16422908132.432295,1.2369874233135973,100.0,9178.0,2.0
2024-07-24,-28383329012.49425,542.41,-0.6692,0.4388,,True,0.6692,0.4388,0.9688525240372416,1.163936970802114,Negative,-0.8622857128022863,-9158333287.4041,-19628097544.68888,2.1431953750454085,100.0,9204.0,3.0
2024-07-25,-29060230660.747566,538.71,1.0747,0.0742,,True,1.0747,0.0742,1.5682607638187387,1.3349476570262977,Negative,-0.8622672348404908,-9959847675.997007,-19621350398.044376,1.9700452292389328,100.0,9276.0,3.0
2024-07-26,-27485902626.43374,544.54,0.0404,1.3056,,False,0.0404,1.3056,0.8769735704873513,1.1419813868885962,Negative,-0.8634348683455323,-11438583621.437393,-16849780539.929405,1.4730652935343083,100.0,9226.0,3.0
2024-07-29,-27366243910.192284,544.67,-1.0298,-0.5525,,False,1.0298,0.5525,1.052301032658114,1.17209164402789,Negative,-0.8648664612937013,-11429967172.440329,-16903184865.515839,1.4788480675843414,100.0,9322.0,3.0
2024-07-30,-26824499722.707752,539.12,2.3184,-1.2222,,False,2.3184,1.2222,1.7100221869905663,1.363654047036858,Negative,-0.8646413977940185,-10328089862.31255,-17112814993.205053,1.6569196454854764,100.0,9370.0,3.0
2024-07-31,-25307398234.11935,551.66,-1.7946,-6.0145,,False,1.7946,6.0145,2.187545476860614,1.6384800462623892,Negative,-0.8554093428412517,-12598862909.362263,-13294527066.790005,1.055216424087827,100.0,9878.0,3.0
2024-08-01,-27139802514.501816,541.72,-1.6963,-3.675,,True,1.6963,3.675,2.346779636722062,1.7029650090357118,Negative,-0.854959276825299,-10153788780.845753,-17345448906.91268,1.7082735598787888,100.0,9914.0,1.0
2024-08-02,-24420036396.759487,532.5699999999999,-2.6456,-2.5893,,True,2.6456,2.5893,0.522020813761292,1.925633787094525,Negative,-0.8464091536353476,-7822397559.222441,-16871811442.659294,2.156859366316378,100.0,9796.0,3.0
2024-08-05,-20655597991.6725,518.51,0.65,2.3935,,True,0.65,2.3935,1.6964312315367616,2.05470978778026,Negative,-0.8342893654962138,-5949714221.691599,-14876048821.010675,2.500296361592503,100.0,9994.0,2.0
2024-08-06,-23831181923.13937,521.85,-0.5883,2.0963,,True,0.5883,2.0963,1.6646746198581874,1.273300837587097,Negative,-0.8428882135079047,-7373011949.029229,-16900089803.664537,2.2921554882180404,100.0,11316.0,3.0
2024-08-07,-24037348878.790836,518.89,2.3343,2.7738,,True,2.3343,2.7738,1.466960811791962,1.9581165100677749,Negative,-0.8464033059320243,-7162938382.189846,-17418296181.90442,2.4317249782873764,100.0,11126.0,2.0
2024-08-08,-27157586207.04984,530.86,0.3579,2.0851,,True,0.3579,2.0851,1.4912546261453803,1.8263693063014397,Negative,-0.8503547057476598,-10472731186.859753,-17330906530.748253,1.6548602481550874,100.0,10974.0,3.0
2024-08-09,-25724739252.683548,532.82,0.0713,2.226,,True,0.0713,2.226,1.2321705455550105,1.0902268653816969,Negative,-0.8588072709256733,-10129719953.987478,-16537089696.978382,1.6325317750239183,100.0,11178.0,3.0
2024-08-12,-26546885515.05429,533.19,1.6486,3.6329,,False,1.6486,3.6329,0.8402302601073106,1.196016529149995,Negative,-0.8597120982143416,-10297872549.214466,-17051297497.614798,1.6558077812795897,100.0,10958.0,3.0
2024-08-13,-27367508498.892128,541.97,0.4963,2.3138,,False,0.4963,2.3138,0.8161184125685023,0.9653820652985016,Negative,-0.8601810240501221,-12901562847.304625,-15052778377.028233,1.166740692983024,100.0,10678.0,3.0
2024-08-14,-28516866308.04154,544.71,1.4486,2.6328,,True,1.4486,2.6328,0.6157205237226803,0.6998911793986267,Negative,-0.8678712210668446,-13883960091.137762,-15445979514.543074,1.1125053236361837,100.0,10482.0,3.0
2024-08-15,-27594038011.02641,552.67,0.3547,1.1637,,True,0.3547,1.1637,0.5949149883246615,0.7004029804334078,Negative,-0.8704387349595297,-15927252011.184175,-12108288060.550755,0.7602245542450304,100.0,10296.0,2.0
2024-08-16,-23693612162.55721,554.51,0.8097,1.1163,,True,0.8097,1.1163,0.5495203089968547,0.5737031697663875,Negative,-0.852604265558255,-12696017074.842045,-11696006541.768162,0.9212343109513088,100.0,9978.0,1.0
2024-08-19,-23250361910.031296,559.04,-0.0036,-0.4454,,False,0.0036,0.4454,0.4076069961780986,0.5470649623216612,Negative,-0.8543384954989199,-12974638067.48456,-10749226677.171223,0.8284798867807812,100.0,9838.0,2.0
2024-08-20,-25726427213.709343,559.24,0.3077,0.5438,,True,0.3077,0.5438,0.4103593100361347,0.5640624761495846,Negative,-0.8537375940307073,-13824093357.107876,-12624122328.243658,0.9131971263600275,100.0,9808.0,1.0
2024-08-21,-26688861744.33985,560.72,-0.7473,-0.0767,,False,0.7473,0.0767,0.5420673974086001,0.5767473086196423,Negative,-0.853800466986919,-14816473586.444157,-12627851561.516447,0.8522845525854332,100.0,9678.0,2.0
2024-08-22,-28146115280.88363,556.62,0.9901,0.9254,,True,0.9901,0.9254,0.8753336049758397,0.692998724385551,Negative,-0.852821878491739,-13762574168.046879,-15033720858.498878,1.092362567854731,100.0,9624.0,1.0
2024-08-23,-26441679889.171646,562.01,-0.3114,-0.7366,,False,0.3114,0.7366,0.9039238371308354,0.655615256838949,Negative,-0.8588632987007607,-15680115807.497522,-11358926968.827229,0.7244160125013811,100.0,9734.0,3.0
2024-08-26,-27460792061.35101,560.27,0.2481,-0.191,,True,0.2481,0.191,0.6528790725190482,0.6603948424995466,Negative,-0.862644574884678,-15168725526.323963,-13004458824.923882,0.8573204652134953,100.0,9732.0,2.0
2024-08-27,-27976881799.063377,561.69,-0.673,0.2688,,True,0.673,0.2688,0.4640797381197904,0.7248274656771783,Negative,-0.8611122025950231,-16019495759.475927,-12836796400.57344,0.8013233745500484,100.0,9800.0,2.0
2024-08-28,-28557083910.868584,558.0,0.2366,,,True,0.2366,,0.5285088488694707,0.6323827377466916,Negative,-0.8606642496632109,-14642492012.096403,-14738947861.643864,1.006587393011229,100.0,9608.0,2.0
2024-08-29,-30675266446.57666,559.38,0.7099,-1.2357,,True,0.7099,1.2357,0.7028273211346674,0.5391088322407647,Negative,-0.868995632515655,-16732192964.16917,-14699031706.813854,0.8784880582175217,100.0,9498.0,2.0
2024-08-30,-26555839469.06289,563.15,,-2.2693,,True,,2.2693,,,Negative,-0.867422612759764,-15339025503.332611,-11898387033.744816,0.7756938034401032,100.0,9332.0,3.0
2024-09-03,-27080142116.190216,552.3,-0.344,-2.2398,,True,0.344,2.2398,,,Negative,-0.8522356522140948,-10952454909.074137,-16702470371.15498,1.5249978666716026,100.0,9374.0,2.0
2024-09-04,-27834611093.218445,550.35,-0.0945,-0.6777,,True,0.0945,0.6777,,,Negative,-0.8535904716252414,-11571702873.995403,-17007020741.054138,1.469707693521348,100.0,9698.0,2.0
2024-09-05,-28375195531.591377,549.78,-1.8095,-0.2073,,True,1.8095,0.2073,0.9265676355956612,,Negative,-0.8560283535817905,-11683643097.823172,-17633875313.876102,1.5092788410458673,100.0,10094.0,2.0
2024-09-06,-25614640305.710304,539.91,1.2483,2.7152,,False,1.2483,2.7152,1.532670745246132,,Negative,-0.854586840889343,-8585358378.926185,-17453878098.297977,2.032981889392138,100.0,10220.0,2.0
2024-09-09,-28669495328.55556,546.68,0.3787,2.1348,,True,0.3787,2.1348,1.5755720781142746,1.1209476883423244,Negative,-0.8619636923108378,-12515181723.854637,-17060164092.733349,1.363157520934412,100.0,10018.0,2.0
2024-09-10,-28967505648.83192,548.73,1.0661,2.3636,,True,1.0661,2.3636,0.4586065416018385,1.2244305337584491,Negative,-0.8612063128071539,-13282372644.941364,-16678545345.97336,1.2556902137755817,100.0,9986.0,2.0
2024-09-11,-29899077881.58239,554.58,0.6762,1.4173,,True,0.6762,1.4173,0.3447334767613947,1.2332048970061709,Negative,-0.8633067433875325,-15390276969.75888,-15023818657.14283,0.9761889722104337,100.0,10220.0,3.0
2024-09-12,-30133828422.634296,558.34,0.6036,0.8597,,True,0.6036,0.8597,0.2487297797476858,0.3546224428882079,Negative,-0.8668552896283729,-16682786124.342773,-13978995773.13178,0.8379293284072171,100.0,10156.0,2.0
2024-09-13,-29153488033.61435,561.7,0.1317,0.1122,,False,0.1317,0.1122,0.2956463596934675,0.3490047463860634,Negative,-0.8682138976934917,-16601099122.36098,-13028519751.482874,0.7847986242027799,100.0,10104.0,3.0
2024-09-16,-30238763007.317665,562.48,0.1227,1.4775,,True,0.1227,1.4775,0.2750864773121341,0.3994486112130075,Negative,-0.8720529555089233,-16912264895.634872,-14049218391.136051,0.83071182232737,100.0,9942.0,4.0
2024-09-17,-30694479904.05988,563.14,-0.1421,0.7565,,True,0.1421,0.7565,0.1555455345978559,0.348777689940169,Negative,-0.8681524893109962,-17076871925.864803,-14080586009.82502,0.8245412901702696,100.0,9976.0,3.0
2024-09-18,-32721810670.72934,562.36,1.4973,1.2822,,True,1.4973,1.2822,0.8800830036612073,0.6479162739119929,Negative,-0.8706822712745628,-17714576355.783615,-15569134513.176958,0.8788883346958397,100.0,9740.0,3.0
2024-09-19,-34788577776.321335,570.76,-0.5887,0.0508,,True,0.5887,0.0508,1.0983684809753052,0.7798429662438463,Negative,-0.8988526658197807,-23614281305.00834,-11456360707.426443,0.4851454320990354,100.0,9512.0,2.0
2024-09-20,-27251790768.74448,567.42,0.3789,0.5393,,False,0.3789,0.5393,1.043908067472099,0.7819322809553273,Negative,-0.8749102610401032,-14018917315.708385,-13806624539.240437,0.9848566924472782,100.0,9874.0,3.0
2024-09-23,-29074086041.64742,570.0500000000001,0.2634,0.4899,,True,0.2634,0.4899,0.5284670314535548,0.7785673817981337,Negative,-0.8821181025718992,-16284730938.748936,-13538940948.08268,0.8313886793098468,100.0,9792.0,1.0
2024-09-24,-31023942350.87929,571.37,-0.1033,0.0385,,True,0.1033,0.0385,0.2517690674672573,0.773463232481028,Negative,-0.8874898171223244,-17782832387.545906,-14126242841.632238,0.7943753016266105,100.0,9828.0,1.0
2024-09-25,-31512180886.404453,572.19,0.3296,0.4803,,True,0.3296,0.4803,0.2331858128903479,0.4071703292235339,Negative,-0.8895603583938922,-17587878489.21409,-15610627572.138046,0.887578770896751,100.0,9774.0,1.0
2024-09-26,-32741989193.101074,573.04,-0.187,-0.5731,,True,0.187,0.5731,0.2772735292089729,0.2618707257407764,Negative,-0.890404105806286,-19292148309.782528,-14532468242.595844,0.7532840826869873,100.0,9928.0,2.0
2024-09-27,-30285542827.085327,572.7,0.3378,-0.2941,,False,0.3378,0.2941,0.300654242167531,0.2528420455541383,Negative,-0.8860680012431387,-16578279279.322954,-15132860655.378342,0.9128125060755014,100.0,9858.0,1.0
2024-09-30,-27662994769.2994,574.37,-0.7223,-0.881,,False,0.7223,0.881,0.5300586665643713,0.4376841246835452,Negative,-0.8747714332434551,-14503845249.407269,-14399404933.049011,0.9927991291576608,100.0,9812.0,2.0
2024-10-01,-29232856207.136627,570.4599999999999,0.0931,0.6941,,False,0.0931,0.6941,0.5550626481158073,0.4426258611965653,Negative,-0.8691682918304943,-12866072748.331455,-16995617378.687187,1.3209638800535521,100.0,9740.0,3.0
2024-10-02,-29669084749.823257,570.78,-0.2528,-0.2669,,False,0.2528,0.2669,0.4092583169588608,0.3988859147676202,Negative,-0.86943042644821,-13570637202.446295,-17147779982.853132,1.2635943122672242,100.0,9868.0,3.0
2024-10-03,-30203513144.9886,568.3199999999999,0.8554,0.8748,,True,0.8554,0.8748,0.5669884390355759,0.5959743392126888,Negative,-0.867622260902994,-13134071821.822632,-18055254834.791916,1.3746882977137829,100.0,9898.0,3.0
2024-10-04,-28389553159.862434,572.95,-0.8621,0.6283,,True,0.8621,0.6283,0.8707429758545281,0.6912417760812791,Negative,-0.8650713308810604,-13544864152.974884,-15587619107.694712,1.1508139861462674,100.0,9908.0,2.0
2024-10-07,-31107335719.297897,568.05,0.889,1.396,,True,0.889,1.396,1.001439498921427,0.7472268510967743,Negative,-0.8665478520757318,-12636719787.75318,-19271162093.10846,1.5250130110335294,100.0,9806.0,3.0
2024-10-08,-31271876358.74356,573.13,0.609,1.0871,,True,0.609,1.0871,0.9406457374236764,0.7735080736488797,Negative,-0.8681415164929123,-15378612039.90896,-16772377829.556524,1.0906301417859172,100.0,9808.0,0.0
2024-10-09,-30273454490.129917,576.6,-0.1058,1.3285,,True,0.1058,1.3285,0.5129922156654346,0.752229878428131,Negative,-0.8698111403039563,-15307608604.811605,-15493818711.951174,1.0121645458769464,100.0,9806.0,1.0
2024-10-10,-32709231646.12843,576.0,0.5816,0.6163,,False,0.5816,0.6163,0.4050120492034756,0.7082893533013191,Negative,-0.8794700704222168,-16372389152.080545,-17207071728.946243,1.0509811102773372,100.0,9678.0,2.0
2024-10-11,-29429860969.59198,579.34,0.8492,0.4971,,True,0.8492,0.4971,0.4926380551006304,0.3993523006068709,Negative,-0.8785392505870057,-16015529599.010038,-13924419148.569963,0.869432325823972,100.0,9762.0,3.0
2024-10-14,-28641086385.354343,584.28,-0.8079,-0.2807,,False,0.8079,0.2807,0.8895973265097709,0.6783354642063179,Negative,-0.8784096563790825,-16730389057.168415,-12329571443.882563,0.7369566482735052,100.0,9602.0,0.0
2024-10-15,-33070452982.619484,579.61,0.4624,0.8835,,False,0.4624,0.8835,0.86691567640688,0.6605348136169666,Negative,-0.8858483579885353,-16634904105.865673,-17039528997.683592,1.0243238487726083,100.0,9696.0,3.0
2024-10-16,-32888737231.85177,582.36,0.0687,0.2731,,True,0.0687,0.2731,0.650267808932083,0.645037181098889,Negative,-0.8869052618120092,-18515593455.8746,-15297759579.813522,0.8262095198984762,100.0,9782.0,2.0
2024-10-17,-34242542120.090443,582.6800000000001,0.3501,0.0893,,True,0.3501,0.0893,0.2028122859526312,0.6214389068927056,Negative,-0.8905688226625396,-19011121430.95193,-16042821453.974752,0.8438650771992597,100.0,9678.0,2.0
2024-10-18,-27414725436.934204,584.67,-0.1454,-1.0433,,True,0.1454,1.0433,0.2485105698623943,0.5034648319396312,Negative,-0.8433499203228374,-15273591339.400406,-12858948443.825577,0.8419073260559281,100.0,9594.0,3.0
2024-10-21,-29662814237.397995,583.93,-0.1148,-0.6869,,True,0.1148,0.6869,0.2776654521782139,0.27308215796716,Negative,-0.8482007393187331,-15584567978.1355,-14832776595.4803,0.9517605246606816,100.0,9040.0,3.0
2024-10-22,-31671341968.19914,583.13,-0.7854,-0.7511,,True,0.7854,0.7511,0.378646871548323,0.4182963698145146,Negative,-0.8539709146192664,-16532277371.381336,-15990782234.51195,0.9672461860695153,100.0,8928.0,3.0
2024-10-23,-33502094667.54499,578.6600000000001,0.2143,0.42,,True,0.2143,0.42,0.5094786976246722,0.4397036422409998,Negative,-0.8496684261772484,-14736544932.963097,-19226605697.231728,1.3046888388488636,100.0,8992.0,3.0
2024-10-24,-34916062202.09415,579.94,-0.1794,0.5347,,True,0.1794,0.5347,0.5035930533013061,0.3622772805462706,Negative,-0.854073587830289,-17719926718.545677,-18124438236.54483,1.0228280581756464,100.0,8990.0,2.0
2024-10-25,-30034773813.750336,578.71,0.3853,0.0691,,True,0.3853,0.0691,0.2895763514745844,0.4501436270791814,Negative,-0.8398639087074209,-14571805445.72348,-16085366171.480885,1.1038691280497162,100.0,8870.0,2.0
2024-10-28,-31775789707.44471,581.0699999999999,0.3287,-2.0086,,True,0.3287,2.0086,0.3109810444384009,0.4876462190974119,Negative,-0.8450783624361766,-16091340504.458935,-16630250441.23367,1.0334906800726391,100.0,9018.0,2.0
2024-10-29,-31432305306.558525,582.91,-0.6416,-1.9283,,False,0.6416,1.9283,0.5772361244181899,0.4312645742464839,Negative,-0.8421586269372271,-15976637046.065037,-16446971047.494623,1.0294388612618215,100.0,9230.0,2.0
2024-10-30,-31715563661.861137,579.17,-1.699,-1.554,,True,1.699,1.554,1.01416173430737,0.8565349525851245,Negative,-0.8418046490125052,-14839128819.115826,-17794153506.7073,1.1991373431427321,100.0,9408.0,2.0
2024-10-31,-28248126847.71765,569.3299999999999,0.411,1.4245,,True,0.411,1.4245,1.055000909952214,0.925761263501558,Negative,-0.8294554622433048,-10267212918.696386,-18341540007.07698,1.7864185882107704,100.0,9506.0,2.0
2024-11-01,-27474095859.53655,572.24,-0.2624,3.3796,,True,0.2624,3.3796,1.0777590268701065,0.858733461558359,Negative,-0.8332407088639124,-11904373584.257483,-16245098266.19964,1.364632767211069,100.0,9744.0,2.0
2024-11-04,-27215392028.376133,570.13,1.2751,4.5286,,True,1.2751,4.5286,0.7707185629873797,1.1173367003728112,Negative,-0.8329812086572912,-11310784052.159292,-16693037489.686003,1.4758514894022052,100.0,9512.0,2.0
2024-11-05,-28196009109.29071,577.5,2.3466,3.5987,,True,2.3466,3.5987,1.311417776047485,1.532867459371488,Negative,-0.8338321131426478,-13713912649.123156,-15180357177.574635,1.1069311556789916,100.0,9898.0,1.0
2024-11-06,-28770259442.170364,591.24,0.8461,1.2657,,True,0.8461,1.2657,0.772836064979716,0.9777322931150428,Negative,-0.8472915951259888,-18184210934.875862,-10942949792.074093,0.601783043062176,100.0,10104.0,3.0
2024-11-07,-29011957422.57799,596.33,0.3742,0.2181,,True,0.3742,0.2181,1.0299313585542154,0.9826786031047996,Negative,-0.8500357168580452,-19349185301.576942,-10116346618.907143,0.5228306236791618,100.0,9970.0,4.0
2024-11-08,-28092781375.256905,598.21,0.0418,-0.0986,,True,0.0418,0.0986,0.4041612425752843,0.8971857628161516,Negative,-0.8599663077510824,-18248301507.313778,-10257450564.840101,0.562104399728873,100.0,10312.0,3.0
2024-11-11,-30255366281.73606,598.83,-0.1972,-1.046,,False,0.1972,1.046,0.2869694292661344,1.009382365607801,Negative,-0.8679524499792699,-18573070200.021877,-12407925600.425566,0.6680600173691773,100.0,10102.0,0.0
2024-11-12,-33228102922.0268,597.61,0.0569,-1.8768,,True,0.0569,1.8768,0.1425457938114304,0.4025222018721462,Negative,-0.872016113924714,-19315589768.829178,-14687798033.303043,0.7604115747480669,100.0,10064.0,3.0
2024-11-13,-35883941618.4157,597.7900000000001,-0.9069,-1.608,,True,0.9069,1.608,0.4995249977061515,0.4813219431939513,Negative,-0.8792463110219434,-21165327327.776646,-15498740054.026194,0.7322702745865962,100.0,9898.0,4.0
2024-11-14,-36907953786.340034,592.38,-1.0351,-0.2567,,False,1.0351,0.2567,0.5969100546425151,0.5256054271028806,Negative,-0.882762998783906,-18116594129.329773,-19360306358.913902,1.0686504439358515,100.0,9802.0,4.0
2024-11-15,-27388386838.680183,586.06,0.331,0.7968,,False,0.331,0.7968,0.7544380756563107,0.5983677238956004,Negative,-0.8388205266300055,-13040151174.223228,-14756914733.711226,1.1316521209417851,100.0,9556.0,2.0
2024-11-18,-31610494508.73408,588.01,0.4541,0.949,,False,0.4541,0.949,0.8265489963295163,0.7019446274457846,Negative,-0.8511255860807937,-16734354679.182188,-15681970470.144371,0.9371123518526233,100.0,9444.0,3.0
2024-11-19,-31618180640.17317,590.7,0.0102,0.8431,,True,0.0102,0.8431,0.2291700460356842,0.6976365980938796,Negative,-0.8502178971704673,-17589023738.555813,-15017224674.499783,0.8537838653080814,100.0,9196.0,3.0
2024-11-20,-32243665250.82937,590.73,0.4824,1.2408,,True,0.4824,1.2408,0.2648335766728437,0.6340825395798254,Negative,-0.8477011191340915,-17752856396.261574,-15327897831.499233,0.8634045975118126,100.0,9384.0,3.0
2024-11-21,-34818232579.0518,593.6,0.3487,1.2854,,True,0.3487,1.2854,0.2433895300404907,0.1878416274418439,Negative,-0.856650910260145,-20998232260.078945,-14541466625.888502,0.6925090858021509,100.0,9254.0,3.0
2024-11-22,-32471954760.81249,595.62,0.4046,0.5255,,False,0.4046,0.5255,0.0671482687788574,0.1912547123602461,Negative,-0.8590476741567215,-19850176717.47815,-13487940276.29211,0.6794871636793003,100.0,9472.0,3.0
2024-11-25,-33681729435.248283,598.38,0.5267,,,True,0.5267,,0.0910285852539245,0.2043877369119793,Negative,-0.8638710632769148,-21463899709.41907,-12799408012.781498,0.5963225781922887,100.0,9564.0,3.0
2024-11-26,-35787176158.39077,601.35,-0.4042,0.2029,,True,0.4042,0.2029,0.5059052381622448,0.3840090142171152,Negative,-0.8699186635880647,-24251461674.26184,-12277301926.543346,0.5062499774837609,100.0,9896.0,3.0
2024-11-27,-38878801653.98557,598.9,,0.9603,,False,,0.9603,,,Negative,-0.881266340782509,-23781519771.431725,-15871165587.726273,0.6673738995769309,100.0,9932.0,2.0
2024-11-29,-30483334788.1938,602.44,0.3486,0.8515,,False,0.3486,0.8515,,,Negative,-0.8673594746909274,-20087363236.73048,-11414839798.06532,0.5682597393964015,100.0,9920.0,4.0
2024-12-02,-31486265491.102013,604.55,0.0198,0.3027,,True,0.0198,0.3027,,,Negative,-0.868696143804774,-20706560363.136627,-11288902679.584782,0.5451848342558203,100.0,9836.0,4.0
2024-12-03,-34953015556.24862,604.69,0.4813,0.5243,,True,0.4813,0.5243,0.2375924311364546,,Negative,-0.8762386529459861,-22314254697.81975,-13483975778.538141,0.604276322966575,100.0,9722.0,4.0
2024-12-04,-35241278275.63533,607.61,-0.1975,-0.4658,,False,0.1975,0.4658,0.3466436643009613,,Negative,-0.8803842275931067,-23873896663.22,-11913908617.1823,0.4990349411848132,100.0,9710.0,4.0
2024-12-05,-39523877905.564125,606.39,0.2408,-0.5046,,False,0.2408,0.5046,0.3441696723032564,0.2697520991577279,Negative,-0.888063458080309,-24848993990.795162,-15276521514.144575,0.6147742447764072,100.0,9728.0,4.0
2024-12-06,-36677984896.29756,607.83,-0.5084,-0.1152,,True,0.5084,0.1152,0.3764010139908376,0.3831592293029113,Negative,-0.8852487881035684,-23438028889.81124,-13875099164.892159,0.5919908721899311,100.0,10150.0,4.0
2024-12-09,-38197400441.37319,604.72,-0.2365,-0.0777,,False,0.2365,0.0777,0.3792636593892575,0.3979123559277859,Negative,-0.8851827382974563,-21971048195.19565,-16811083794.189976,0.7651470992570127,100.0,9856.0,4.0
2024-12-10,-41753343491.29809,603.42,0.6332,0.068,,False,0.6332,0.068,0.5963162276287061,0.4503887842742101,Negative,-0.883272279826081,-22932232671.748302,-19781398513.3392,0.8626023813943411,100.0,9996.0,5.0
2024-12-11,-44201002944.5339,607.37,-0.4711,-0.1268,,False,0.4711,0.1268,0.5817923083025397,0.4929178684121737,Negative,-0.8985911027015345,-28421943787.777336,-16585473196.620594,0.5835446484752062,100.0,9898.0,6.0
2024-12-12,-44494838699.69359,604.44,-0.091,-0.053,,True,0.091,0.053,0.5610139837829333,0.4622661495286034,Negative,-0.8981864875489233,-24940193588.714035,-20169082527.98292,0.8086979139211598,100.0,9922.0,4.0
2024-12-13,-39302384256.64832,603.73,0.4373,-3.1339,,True,0.4373,3.1339,0.4562103791015692,0.4646332069493106,Negative,-0.8946944109883818,-22659848309.093903,-17330843946.878525,0.7648261237443178,100.0,9810.0,3.0
2024-12-16,-42377796213.569244,606.53,-0.3975,-3.3891,,True,0.3975,3.3891,0.422282326569951,0.4944532910194864,Negative,-0.9004707737814749,-26169586982.70662,-16765744002.306839,0.6406575699259592,100.0,9760.0,5.0
2024-12-17,-41218718989.37164,604.0500000000001,-3.1708,-2.1873,,True,3.1708,2.1873,1.8888475119324295,1.4058475084446398,Negative,-0.8939445506111556,-23217346512.310402,-18633306533.87011,0.802559694924236,100.0,9656.0,3.0
2024-12-18,-31755237377.43136,585.3,0.1727,1.7237,,True,0.1727,1.7237,1.7886360343382692,1.4647244085492677,Negative,-0.8462892734393411,-12020232258.65934,-19931316644.650352,1.6581473814943877,100.0,9476.0,3.0
2024-12-19,-33776765863.024364,585.91,0.8416,2.6374,,True,0.8416,2.6374,2.149642343119741,1.6004094985346722,Negative,-0.8607579353292052,-12773968176.766544,-21364487379.653515,1.672502004389796,100.0,9324.0,4.0
2024-12-20,-31471116906.016403,590.73,0.7008,,,True,0.7008,,0.3526427512369956,1.639690926058933,Negative,-0.8550417993889433,-13174965569.056444,-18727343820.58651,1.421433985722948,100.0,9348.0,3.0
2024-12-23,-34798525442.70101,594.92,1.0725,1.0355,,True,1.0725,1.0355,0.1876611929337844,1.7609725247714685,Negative,-0.8657172765510708,-16591253031.275372,-18903079131.284485,1.1393400544040406,100.0,9104.0,4.0
2024-12-24,-39865226250.57282,601.26,,-1.0212,,True,,1.0212,,,Negative,-0.8846115264283513,-23753790220.383633,-16990358839.188324,0.715269381498896,100.0,9098.0,2.0
2024-12-26,-40613959389.84009,601.16,-0.985,-2.4458,,True,0.985,2.4458,,,Negative,-0.8859405230916144,-22796425534.647415,-18532233230.879948,0.8129446962074609,100.0,9144.0,2.0
2024-12-27,-33481420118.49079,595.13,-1.1947,,,True,1.1947,,,,Negative,-0.8699475271143313,-15021036866.259556,-18950871853.955013,1.2616220852584885,100.0,9616.0,4.0
2024-12-30,-32890320589.84851,588.01,-0.284,,,True,0.284,,0.4769258467868247,,Negative,-0.862303182705983,-12584311391.72401,-20782754395.96439,1.6514812570222976,100.0,9534.0,4.0
2024-12-31,-29088494819.284557,586.37,,,,True,,,,,Negative,-0.8497224225976807,-11321846662.365738,-18359192451.572216,1.6215722575186335,100.0,9646.0,3.0
