date,pattern_type,detected,criterion_1_volatility_amplification,criterion_2_directional_followthrough,criterion_3_strike_convergence,criterion_4_range_expansion,realized_vol_t1,forecast_vol,price_change,distance_t,distance_t1,intraday_range,avg_5day_range
2024-09-06,stock_pinning,False,True,True,False,True,2.250351617440219,1.316893266235588,-9.25,,,12.159999999999968,7.3058999999999745
2024-01-31,stock_pinning,False,True,True,False,True,1.2883739231278963,0.6198690660317541,-8.009999999999991,,,6.221299999999985,3.027620000000001
2024-07-12,0dte_hedging,False,True,True,False,True,1.1643065054733088,0.624587000279632,3.509999999999991,,,6.519999999999982,3.4660199999999803
2024-06-17,gamma_positioning,False,True,True,False,True,1.26536282215316,0.7003428509198598,4.32000000000005,,,6.922799999999938,3.778999999999997
2024-10-29,stock_pinning,False,False,True,False,False,0.7695481032023118,0.8099152378744481,0.9399999999999408,,,4.477000000000089,4.694720000000006
2024-05-31,stock_pinning,False,True,True,False,True,1.733128543527312,0.795737628599541,4.759999999999991,,,9.139999999999986,4.189799999999991
2024-11-15,0dte_hedging,False,True,True,False,True,1.0823730260350033,0.7038518148574131,-7.600000000000023,,,6.340000000000032,4.1989999999999785
2024-01-09,gamma_positioning,False,False,True,False,False,0.7554655186967132,0.873958934844414,-0.7200000000000273,,,3.579999999999984,4.1139999999999874
2024-01-12,stock_pinning,False,False,True,False,False,0.7069732315180004,0.9904990122894148,0.3299999999999841,,,3.3700000000000045,4.695619999999996
2024-08-12,gamma_positioning,False,False,True,False,False,0.8963564423275214,2.071034206592874,0.2799999999999727,,,4.779999999999973,10.825620000000004
2024-08-21,stock_pinning,False,True,True,False,True,1.316399700331775,0.8070200307466673,1.919999999999959,,,7.3799999999999955,4.469000000000006
2024-06-07,stock_pinning,False,False,True,False,False,0.8155277991048892,1.0850920301164853,-0.6499999999999773,,,4.355000000000018,5.748919999999975
2024-03-26,stock_pinning,False,True,True,False,False,0.6129411537942723,0.6004989604969543,-0.9600000000000364,,,3.180000000000064,3.1180000000000065
2024-02-13,stock_pinning,False,True,True,False,True,1.290276878238342,0.5336280521874311,-6.900000000000034,,,6.375,2.6619999999999777
2024-11-08,stock_pinning,False,False,True,False,False,0.5809191059696789,0.8940574093763234,2.580000000000041,,,3.4750000000000227,5.190019999999981
2024-07-10,gamma_positioning,False,,,,,,,,,,,
2024-07-12,stock_pinning,False,True,True,False,True,1.1643065054733088,0.624587000279632,3.509999999999991,,,6.519999999999982,3.4660199999999803
2024-10-29,gamma_positioning,False,False,True,False,False,0.7695481032023118,0.8099152378744481,0.9399999999999408,,,4.477000000000089,4.694720000000006
2024-06-11,gamma_positioning,False,True,True,False,False,0.9237359158208466,0.7750018423823006,1.2900000000000773,,,4.960000000000036,4.133919999999989
2024-10-15,stock_pinning,False,True,True,False,True,1.096105419296978,0.7423003206035971,-4.540000000000077,,,6.355000000000018,4.292020000000025
2024-11-22,stock_pinning,False,False,True,False,False,0.5033500696881573,1.062300284035944,1.840000000000032,,,2.997499999999945,6.266999999999984
