ticker,date,feature_version,target_directional_move,target_return_pct,target_range_expansion,target_gap_move,target_any_materialization,_computed_at,ret_1d,ret_3d,ret_5d,ret_10d,ret_21d,log_ret_1d,overnight_gap,sma_5,price_vs_sma_5,sma_10,price_vs_sma_10,sma_21,price_vs_sma_21,sma_50,price_vs_sma_50,atr_14,volume_sma_5,volume_sma_21,relative_volume,realized_vol_5d,realized_vol_10d,realized_vol_21d,realized_vol_60d,is_month_end,is_month_start,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_position,gap_abs,gap_large,ret_accel,ret_momentum,rsi_overbought,rsi_oversold,sma_10_50_diff,sma_5_21_diff,sma_5_21_cross,vol_ratio_5_21,vol_ratio_5_60,vol_spike
TLT,2015-03-31,v1.0,1,0.013135041577718,0.0,0.0,0.0,2026-05-18T04:36:06.943827+00:00,0.0021471375269945,0.0095789878195771,-0.014552822239941,0.0131007404144649,0.0301095462530049,0.0021448357214877,-0.0013034949742229,96.169499,0.0005206120497727,96.5140686,-0.0030513955558184,94.74533180952382,0.0155599665157115,95.81004878,0.0042742616793811,1.035995357142858,7386980.0,8328119.047619048,0.821830230915916,0.169850280333219,0.1671072422357142,0.1573166119144884,0.170979408114813,1.0,0.0,62.690735154562105,0.4571697981426297,0.2699611573660791,0.1872086407765505,98.72252758873674,90.93582411126326,0.6785595347189566,0.0013034949742229,0,0.007431850292582599,0.0155567240130639,0,0,0.7040198199999992,1.424167190476183,1,1.079671545614191,0.9933960602156467,0
TLT,2015-04-01,v1.0,0,-0.010595710158448,0.0,0.0,0.0,2026-05-18T04:36:06.943968+00:00,0.013135041577718,0.0102746871556351,0.0068946420920124,0.0069709013678138,0.0474378046756145,0.0130495249481044,0.0070008422195544,96.3030012,0.0122572794751072,96.5815529,0.0093378194170659,94.95556814285712,0.0266213546670566,95.7803178,0.0177812753091533,1.0668831428571437,8114600.0,8360257.142857143,1.1092840616659092,0.1927660218175395,0.1509891516563614,0.1611431564016291,0.1701003151073663,0.0,1.0,67.22298942908596,0.5495005871671026,0.3258690981606326,0.22363148900647,99.02436374068432,91.07253935931568,0.8062143142427256,0.0070008422195544,0,-0.0028603544220829006,0.0543324467676269,0,0,0.8012350999999995,1.3474330571428794,1,1.1962407474176995,1.1332489911225434,0
TLT,2015-04-02,v1.0,0,-0.0055845014315528,0.0,0.0,0.0,2026-05-18T04:36:06.944061+00:00,-0.010595710158448,0.0045524473185059,0.0120021352135804,0.0014037228640746,0.0360116393602862,-0.0106522443968854,-0.0015137652031759,96.5317778,-0.000841896853577,96.5950729,-0.001496607390624,95.11521614285714,0.014038677630058,95.7528094,0.0072864556598588,1.0891381428571438,7540020.0,8369042.857142857,0.7961961856023816,0.1660006564407228,0.1592917439698117,0.1671329717047801,0.1676628196265311,0.0,1.0,63.068227155509256,0.5337659369470487,0.3674484985426815,0.1663174384043671,99.11995910115816,91.32398379884182,0.6575859981969437,0.0015137652031759,0,0.0151481574769539,0.0480137745738666,0,0,0.8422635000000014,1.4165616571428643,1,0.993225004110455,0.9900862153554798,0
TLT,2015-04-06,v1.0,1,0.008385092649628,0.0,0.0,0.0,2026-05-18T04:36:06.944145+00:00,-0.0055845014315528,-0.0031977487821968,-0.0060119913167092,-0.0094132607725642,0.0315311522001855,-0.0056001530578911,0.005354020530405,96.41575600000002,-0.0052260752900181,96.5039306,-0.0061349894902623,95.25482423809524,0.0068978738574163,95.7215684,0.0019881788731743,1.1066906428571437,7143200.0,8363271.428571428,0.708311340914099,0.1457457296938821,0.1588465141584139,0.1687635108259421,0.1680078745036534,0.0,0.0,57.3332036051593,0.4726723638141266,0.3884932848069969,0.0841790790071296,98.81003837537502,92.13249842462498,0.5659841203786297,0.005354020530405,0,0.0023867526493559998,0.025519160883476298,0,0,0.7823622000000086,1.1609317619047772,1,0.8636092028691444,0.8674933924944029,0
TLT,2015-04-07,v1.0,1,0.0003048923286927,0.0,0.0,0.0,2026-05-18T04:36:06.944235+00:00,0.008385092649628,-0.0078711235944197,0.0073187483432002,0.0001097352293246,0.0636800558379704,0.0083501330506261,0.0017696973513604,96.5562956,0.0016551422049377,96.5049918,0.0021876402045351,95.53054657142856,0.0124103071857228,95.67927819999998,0.0108365345088903,1.1173561428571437,6694060.0,7636700.0,0.6239475165974832,0.1544835615972336,0.1655096230444997,0.1461598543793732,0.1665714827998923,0.0,0.0,57.419668917693045,0.4831735404531798,0.4074293454453198,0.07574419500786,98.6039818780588,92.8336347219412,0.6728321837405213,0.0017696973513604,0,-0.0162562162440477,0.0709988041811706,0,0,0.8257136000000145,1.0257490285714397,1,1.0569492675243277,0.9274309727344502,0
TLT,2015-04-08,v1.0,0,-0.0129640213707707,0.0,0.0,0.0,2026-05-18T04:36:06.944319+00:00,0.0003048923286927,0.0030594965865808,0.0054669961824604,-0.0091653862811103,0.0542719889624525,0.0003048458584721,-0.0005342336452531,96.661502,0.0008700051029622,96.4155005,0.0034236974167862,95.76770304761904,0.0102111141988516,95.6435908,0.0115220182636639,1.0344132857142856,6400980.0,7469547.619047619,0.7201105440821621,0.154520759920288,0.1567362263155805,0.1446054989225095,0.1650982497918031,0.0,0.0,49.68282459222152,0.4882276466388191,0.4235890121759155,0.0646386344629035,98.5168172992305,93.2980851007695,0.6606035274584722,0.0005342336452531,0,0.0027546042578881,0.0597389851449129,0,0,0.7719096999999948,0.893798952380962,1,1.0685675882728078,0.9359320935008411,0
TLT,2015-04-09,v1.0,1,0.001468101007561,0.0,0.0,0.0,2026-05-18T04:36:06.944399+00:00,-0.0129640213707707,-0.0043841701361707,-0.0204345325862304,-0.0136807792827176,0.0270901556735878,-0.0130487877011484,-0.0019825294790156,96.2630964,-0.0080166795881291,96.2830488,-0.0082222448277934,95.88763857142858,-0.0041324677229734,95.57974024,-0.0009244034329674,1.0688145,5843040.0,7336514.285714285,0.8838257171564542,0.1374010350422795,0.1643953452181538,0.1488298933871667,0.1668471480444216,0.0,0.0,46.14561269652418,0.3871031911892117,0.4162918456333558,-0.029188654444144,98.39467620972664,93.6043531902734,0.3939260049946715,0.0019825294790156,0,0.008579851234599999,0.006655623087357402,0,0,0.7033085599999964,0.3754578285714132,1,0.9232085213738525,0.8235143867760556,0
TLT,2015-04-10,v1.0,1,0.0013883907822622,0.0,0.0,0.0,2026-05-18T04:36:06.944480+00:00,0.001468101007561,-0.0112135713481447,-0.008490686228423,0.0034095426209876,0.0211581264885993,0.0014670244008595,0.0068765155424593,96.0993102,-0.0048671858208613,96.315544,-0.0071013148199631,95.98199385714284,-0.0036508603651681,95.4864271,0.001520110285915,1.0762909285714284,5478960.0,7249842.857142857,0.6680144791315674,0.1277529698992803,0.1437802000831071,0.1472383164314352,0.1668818932206237,0.0,0.0,44.22630267390266,0.3145929004779475,0.3959520513727079,-0.0813591508947604,98.22148252687838,93.98232217312164,0.3890522389363938,0.0068765155424593,0,-0.012681672355705699,0.0126674402601763,0,0,0.8291169000000025,0.11731634285716552,1,0.8676611110407543,0.7655292001936629,0
TLT,2015-04-13,v1.0,1,0.0070880133673123,0.0,0.0,0.0,2026-05-18T04:36:06.944558+00:00,0.0013883907822622,-0.0101425493281874,-0.001538172330685,-0.0075409161686986,0.0233002553945647,0.0013874278589529,-0.0006946554902048,96.0698044,-0.0031794943469249,96.2427802,-0.0049710658711831,96.08582847619049,-0.0033457324694882,95.40896967999998,0.0037248208548101,1.0674159285714293,5096320.0,6950542.857142857,0.5770196778052279,0.123905518448311,0.1277522741052393,0.1471114306994603,0.1661375165024071,0.0,0.0,45.446916673629005,0.2647416551129851,0.3697099667230796,-0.1049683116100945,97.8973650199984,94.5532040800016,0.3621676533197445,0.0006946554902048,0,-0.0115309401104496,0.021762083063879698,0,0,0.8338105200000143,-0.016024076190490177,0,0.842256168923275,0.7458009099859555,0
TLT,2015-04-14,v1.0,0,-0.0008413040928887,0.0,0.0,0.0,2026-05-18T04:36:06.944626+00:00,0.0070880133673123,0.0099668047545147,-0.0028224873808511,0.0044756038875068,0.0337249094976095,0.0070630114735491,0.0116334417595541,96.0152084,0.0044568106150149,96.285752,0.001634488974028,96.23565814285716,0.0021558730011994,95.3097413,0.0118916354670663,1.1081382142857157,5358440.0,6894747.619047619,0.881178011971846,0.1184564997811892,0.1308810182191021,0.1476806874179775,0.1635473782233113,0.0,0.0,44.06004263485843,0.2765850145359252,0.3510849732208976,-0.0744999586849724,97.71054805296548,94.9648478470345,0.5383989663978688,0.0116334417595541,0,0.0028787913872024,0.0309024221167584,0,0,0.9760107000000033,-0.22044974285715568,0,0.8021122723027528,0.7242946589856025,0
