day,feature_version,ticker,_computed_at,atr_14,call_gex,day_of_week,gamma_flip,gex_n_strikes,month,net_gex,price_vs_sma_21,price_vs_sma_5,put_gex,realized_vol_21d,realized_vol_5d,relative_volume,ret_1d,ret_21d,ret_5d,rsi_14,sma_21,sma_5,spot,target_directional_move,target_return_pct,total_dex,total_vega,total_vex
2024-09-09,v2.0_gex,SPY,2026-05-18T09:14:44.635432+00:00,7.001238428571436,20823999.4,0.0,,8163,9.0,-16552115.54,-0.010707159678991718,-0.002686753978734413,-37376114.94,0.1511736395388376,0.2040516617645646,0.8655109357955411,0.01119608352788748,0.029699393098912674,-0.030637923998834138,37.60789886391939,540.9408045714285,536.5905518,535.148865,1,0.004355670267561834,-545750174049.36,833197822.24,-85045605.42
2024-09-10,v2.0_gex,SPY,2026-05-18T09:14:44.635865+00:00,7.159340714285714,19565714.58,1.0,,8105,9.0,-20410863.04,-0.0077497732969155075,0.002861651540761345,-39976577.62,0.15116026127622528,0.1653402680495431,0.78620885459716,0.004355670267561784,0.029643948593468084,-0.005959343307509801,40.94635610495051,541.6776761904762,535.946106,537.479797,1,0.010258947463284965,-544739840143.89,830330999.04,-355750468.17
2024-09-11,v2.0_gex,SPY,2026-05-18T09:14:44.636295+00:00,7.72038878571429,22997553.4,2.0,,8093,9.0,-14837762.57,0.0006075848776125881,0.011866683140368428,-37835315.97,0.15415233267645614,0.18327436434499253,1.572635777644421,0.01025894746328504,0.039660835081547274,0.006298235272170993,44.69540111761171,542.6640595238096,536.6258055999999,542.993774,1,0.008423510948027822,-566485876803.54,822104365.49,-932274318.68
2024-09-12,v2.0_gex,SPY,2026-05-18T09:14:44.636710+00:00,7.612657428571432,25161313.12,3.0,,8170,9.0,-12585122.23,0.007559819583643046,0.016871360459327578,-37746435.34,0.1470681411425224,0.1856350224303474,1.083542075425952,0.008423510948027735,0.03145534661535776,0.017248788661726744,52.44432785173746,543.4592342380952,538.4827514000001,547.567688,1,0.005222514152442147,-592372153143.06,818022407.7,-1462770814.11
2024-09-13,v2.0_gex,SPY,2026-05-18T09:14:44.637133+00:00,7.407678500000007,26186680.61,4.0,,8189,9.0,-12158868.46,0.011237196126612004,0.014194833322514588,-38345549.07,0.14753590984089904,0.04754344565484515,0.8245532166215812,0.005222514152442237,0.033581713603790364,0.040065737200364326,49.892349427966714,544.3108403333333,542.7234984,550.427368,1,0.0014769014901162129,-636945610723.08,811878798.2,-1568803287.3
2024-09-16,v2.0_gex,SPY,2026-05-18T09:14:44.637566+00:00,7.292248642857146,25536034.88,0.0,,8116,9.0,-13759960.75,0.011883631073042578,0.009705266662860756,-39295995.63,0.13647561502906802,0.054531254603762,0.7879139890339888,0.0014769014901161448,0.017665063947201354,0.030069072462668878,51.856609017517705,544.766491,545.9417844,551.240295,1,0.0004085695513243199,-651430981122.19,789915408.66,-1409188648.63
2024-09-17,v2.0_gex,SPY,2026-05-18T09:14:44.637987+00:00,7.435662785714287,24532460.86,1.0,,8012,9.0,-12506190.54,0.011538450109528142,0.004968823717204973,-37038651.4,0.13638537815089957,0.06736876705996203,1.054862814700928,0.0004085695513242893,0.01580355585012283,0.026020918512775326,51.381020406705446,545.17504,548.738928,551.465515,0,-0.002965730323137221,-602352364306.09,786137181.77,-1340928978.83
2024-09-18,v2.0_gex,SPY,2026-05-18T09:14:44.638417+00:00,7.52310414285714,23998233.52,2.0,,8224,9.0,-13434098.31,0.008384077257820977,-0.0005020114511472551,-37432331.83,0.13308840356213295,0.06980962558462953,1.2377202020611386,-0.0029657303231371834,0.003198885735685053,0.012589910469212873,52.920215985339546,545.2585273809524,550.1061766,549.830017,1,0.01706437755289019,-601813089445.14,799599855.52,-1091417052.61
2024-09-19,v2.0_gex,SPY,2026-05-18T09:14:44.638843+00:00,7.871485142857141,29631902.93,3.0,,8178,9.0,-2541821.11,0.024515427864729933,0.012268191616813029,-32173724.04,0.14494497606494502,0.12194323953820325,1.5158686345038572,0.017064377552890253,0.02197959124685167,0.021266477652348348,60.086298476330285,545.8312376666667,552.4351438,559.212524,0,-0.0017286343894544318,-629807328327.91,784738129.61,-1911084998.25
2024-09-20,v2.0_gex,SPY,2026-05-18T09:14:44.639270+00:00,7.668101785714287,20313760.11,4.0,,7747,9.0,-16436142.03,0.02192599129067463,0.007666098720471526,-36749902.14,0.1449728895709731,0.12814999465089952,1.5078878139280643,-0.0017286343894544753,0.016719067199754578,0.014204384546518511,55.41735771631598,546.2683743809523,553.9988402000001,558.24585,1,0.002498823770924538,-690598935829.92,797013624.25,-1568791920.48
